day_id,condition_text
D1042,Light Rain with Thunder
D1043,Light Rain with Thunder
D1044,Light Rain with Thunder
D1045,Light Rain with Thunder
D1046,Light Rain with Thunder
D1047,Light Rain with Thunder
D1048,Light Rain with Thunder
D1049,Mist or Fog
D1050,Mist or Fog
D1051,Light Rain with Thunder
D1052,Partly Cloudy
D1053,Light Rain with Thunder
D1054,Light Rain with Thunder
D1055,Mist or Fog
D1056,Mist or Fog
D1057,Moderate to Heavy Rain
D1058,Light Rain with Thunder
D1059,Light Rain with Thunder
D1060,Mist or Fog
D1061,Light Rain with Thunder
D1062,Light Rain with Thunder
D1063,Light Rain with Thunder
D1064,Light Rain with Thunder
D1065,Mist or Fog
D1066,Light Rain with Thunder
D1067,Light Rain with Thunder
D1068,Light Rain with Thunder
D1069,Light Rain with Thunder
D1070,Light Precipitation
D1071,Mist or Fog
D1072,Light Rain with Thunder
D1073,Mist or Fog
D1074,Mist or Fog
D1075,Partly Cloudy
D1076,Mist or Fog
D1077,Mist or Fog
D1078,Light Rain with Thunder
D1079,Light Rain with Thunder
D1080,Light Rain with Thunder
D1081,Mist or Fog
D1082,Mist or Fog
D1083,Mist or Fog
D1084,Mist or Fog
D1085,Light Rain with Thunder
D1086,Light Rain with Thunder
D1087,Mist or Fog
D1088,Light Rain with Thunder
D1089,Light Rain with Thunder
D1090,Mist or Fog
D1091,Mist or Fog
D1092,Partly Cloudy
D1093,Rain Showers
D1094,Light Precipitation
D1095,Light Precipitation
D1096,Light Precipitation
D1097,Light Precipitation
D1098,Light Precipitation
D1099,Light Precipitation
D1100,Cloudy and Overcast
D1101,Light Precipitation
D1102,Light Precipitation
D1103,Cloudy and Overcast
D1104,Cloudy and Overcast
D1105,Light Precipitation
D1106,Cloudy and Overcast
D1107,Cloudy and Overcast
D1108,Cloudy and Overcast
D1109,Rain Showers
D1110,Light Rain with Thunder
D1111,Light Precipitation
D1112,Light Rain with Thunder
D1113,Light Rain with Thunder
D1114,Partly Cloudy
D1115,Light Rain with Thunder
D1116,Light Precipitation
D1117,Light Precipitation
D1118,Light Rain with Thunder
D1119,Mist or Fog
D1120,Light Rain with Thunder
D1121,Mist or Fog
D1122,Mist or Fog
D1123,Light Precipitation
D1124,Mist or Fog
D1125,Mist or Fog
D1126,Light Rain with Thunder
D1127,Mist or Fog
D1128,Mist or Fog
D1129,Mist or Fog
D1130,Moderate to Heavy Rain
D1131,Thunderstorms
D1132,Mist or Fog
D1133,Mist or Fog
D1134,Mist or Fog
D1135,Mist or Fog
D1136,Mist or Fog
D1137,Mist or Fog
D1138,Mist or Fog
D1139,Mist or Fog
D1140,Mist or Fog
D1141,Light Rain with Thunder
D1142,Mist or Fog
D1143,Mist or Fog
D1144,Mist or Fog
D1145,Light Rain with Thunder
D1146,Mist or Fog
D1147,Mist or Fog
D1148,Mist or Fog
D1149,Mist or Fog
D1150,Mist or Fog
D1151,Light Rain with Thunder
D1152,Light Rain with Thunder
D1153,Mist or Fog
D1154,Mist or Fog
D1155,Mist or Fog
D1156,Mist or Fog
D1157,Mist or Fog
D1158,Light Rain with Thunder
D1159,Mist or Fog
D1160,Mist or Fog
D1161,Mist or Fog
D1162,Mist or Fog
D1163,Light Rain with Thunder
D1164,Mist or Fog
D1165,Mist or Fog
D1166,Moderate to Heavy Rain
D1167,Mist or Fog
D1168,Mist or Fog
D1169,Mist or Fog
D1170,Light Rain with Thunder
D1171,Light Precipitation
D1172,Light Rain with Thunder
D1173,Light Rain with Thunder
D1174,Light Precipitation
D1175,Light Precipitation
D1176,Light Precipitation
D1177,Light Precipitation
D1178,Partly Cloudy
D1179,Light Precipitation
D1180,Cloudy and Overcast
D1181,Light Precipitation
D1182,Cloudy and Overcast
D1183,Cloudy and Overcast
D1184,Clear and Sunny
D1185,Cloudy and Overcast
D1186,Clear and Sunny
D1187,Cloudy and Overcast
D1188,Cloudy and Overcast
D1189,Cloudy and Overcast
D1190,Cloudy and Overcast
D1191,Clear and Sunny
D1192,Cloudy and Overcast
D1193,Clear and Sunny
D1194,Cloudy and Overcast
D1195,Cloudy and Overcast
D1196,Cloudy and Overcast
D1197,Light Rain with Thunder
D1198,Light Rain with Thunder
D1199,Light Precipitation
D1200,Light Precipitation
D1201,Light Rain with Thunder
D1202,Light Rain with Thunder
D1203,Partly Cloudy
D1204,Light Precipitation
D1205,Light Rain with Thunder
D1206,Light Precipitation
D1207,Light Rain with Thunder
D1208,Light Rain with Thunder
D1209,Light Rain with Thunder
D1210,Mist or Fog
D1211,Light Precipitation
D1212,Light Precipitation
D1213,Mist or Fog
D1214,Mist or Fog
D1215,Light Rain with Thunder
D1216,Light Rain with Thunder
D1217,Light Precipitation
D1218,Light Precipitation
D1219,Light Precipitation
D1220,Clear and Sunny
D1221,Cloudy and Overcast
D1222,Cloudy and Overcast
D1223,Moderate to Heavy Rain
D1224,Light Rain with Thunder
D1225,Partly Cloudy
D1226,Light Precipitation
D1227,Light Rain with Thunder
D1228,Light Precipitation
D1229,Light Precipitation
D1230,Cloudy and Overcast
D1231,Cloudy and Overcast
D1232,Light Precipitation
D1233,Light Precipitation
D1234,Light Precipitation
D1235,Cloudy and Overcast
D1236,Light Precipitation
D1237,Clear and Sunny
D1238,Light Precipitation
D1239,Light Precipitation
D1240,Light Rain with Thunder
D1241,Light Precipitation
D1242,Clear and Sunny
D1243,Clear and Sunny
D1244,Light Rain with Thunder
D1245,Light Precipitation
D1246,Light Precipitation
D1247,Light Precipitation
D1248,Mist or Fog
D1249,Light Rain with Thunder
D1250,Light Rain with Thunder
D1251,Light Rain with Thunder
D1252,Light Rain with Thunder
D1253,Mist or Fog
D1254,Mist or Fog
D1255,Mist or Fog
D1256,Light Rain with Thunder
D1257,Light Precipitation
D1258,Light Rain with Thunder
D1259,Mist or Fog
D1260,Rain Showers
D1261,Moderate to Heavy Rain
D1262,Mist or Fog
D1263,Mist or Fog
D1264,Mist or Fog
D1265,Mist or Fog
D1266,Mist or Fog
D1267,Partly Cloudy
D1268,Moderate to Heavy Rain
D1269,Mist or Fog
D1270,Mist or Fog
D1271,Mist or Fog
D1272,Mist or Fog
D1273,Cloudy and Overcast
D1274,Rain Showers
D1275,Mist or Fog
D1276,Mist or Fog
D1277,Mist or Fog
D1278,Mist or Fog
D1279,Mist or Fog
D1280,Light Rain with Thunder
D1281,Light Rain with Thunder
D1282,Partly Cloudy
D1283,Light Rain with Thunder
D1284,Light Precipitation
D1285,Mist or Fog
D1286,Mist or Fog
D1287,Mist or Fog
D1288,Partly Cloudy
D1289,Light Rain with Thunder
D1290,Light Rain with Thunder
D1291,Light Rain with Thunder
D1292,Light Rain with Thunder
D1293,Light Rain with Thunder
D1294,Light Rain with Thunder
D1295,Light Rain with Thunder
D1296,Light Rain with Thunder
D1297,Light Rain with Thunder
D1298,Partly Cloudy
D1299,Light Rain with Thunder
D1300,Light Rain with Thunder
D1301,Mist or Fog
D1302,Mist or Fog
D1303,Moderate to Heavy Rain
D1304,Light Precipitation
D1305,Moderate to Heavy Rain
D1306,Light Precipitation
D1307,Rain Showers
D1308,Light Precipitation
D1309,Partly Cloudy
D1310,Rain Showers
D1311,Light Precipitation
D1312,Light Rain with Thunder
D1313,Light Precipitation
D1314,Mist or Fog
D1315,Light Rain with Thunder
D1316,Mist or Fog
D1317,Clear and Sunny
D1318,Mist or Fog
D1319,Light Precipitation
D1320,Moderate to Heavy Rain
D1321,Mist or Fog
D1322,Light Precipitation
D1323,Mist or Fog
D1324,Light Rain with Thunder
D1325,Mist or Fog
D1326,Light Precipitation
D1327,Light Precipitation
D1328,Cloudy and Overcast
D1329,Light Rain with Thunder
D1330,Light Rain with Thunder
D1331,Light Precipitation
D1332,Clear and Sunny
D1333,Light Precipitation
D1334,Light Precipitation
D1335,Light Precipitation
D1336,Cloudy and Overcast
D1337,Light Precipitation
D1338,Light Rain with Thunder
D1339,Mist or Fog
D1340,Light Rain with Thunder
D1341,Clear and Sunny
D1342,Mist or Fog
D1343,Light Precipitation
D1344,Light Precipitation
D1345,Mist or Fog
D1346,Light Precipitation
D1347,Light Precipitation
D1348,Light Precipitation
D1349,Cloudy and Overcast
D1350,Mist or Fog
D1351,Cloudy and Overcast
D1352,Cloudy and Overcast
D1353,Light Precipitation
D1354,Cloudy and Overcast
D1355,Partly Cloudy
D1356,Light Rain with Thunder
D1357,Light Precipitation
D1358,Light Precipitation
D1359,Light Rain with Thunder
D1360,Light Rain with Thunder
D1361,Light Rain with Thunder
D1362,Light Rain with Thunder
D1363,Light Rain with Thunder
D1364,Light Rain with Thunder
D1365,Light Rain with Thunder
D1366,Clear and Sunny
D1367,Clear and Sunny
D1368,Cloudy and Overcast
D1369,Partly Cloudy
D1370,Light Rain with Thunder
D1371,Light Precipitation
D1372,Clear and Sunny
D1373,Cloudy and Overcast
D1374,Mist or Fog
D1375,Light Rain with Thunder
D1376,Cloudy and Overcast
D1377,Light Rain with Thunder
D1378,Light Rain with Thunder
D1379,Light Rain with Thunder
D1380,Light Precipitation
D1381,Cloudy and Overcast
D1382,Light Precipitation
D1383,Cloudy and Overcast
D1384,Light Rain with Thunder
D1385,Mist or Fog
D1386,Light Precipitation
D1387,Light Rain with Thunder
D1388,Light Rain with Thunder
D1389,Light Rain with Thunder
D1390,Light Precipitation
D1391,Light Precipitation
D1392,Light Precipitation
D1393,Light Precipitation
D1394,Light Precipitation
D1395,Partly Cloudy
D1396,Light Precipitation
D1397,Clear and Sunny
D1398,Light Precipitation
D1399,Light Precipitation
D1400,Light Precipitation
D1401,Mist or Fog
D1402,Cloudy and Overcast
D1403,Cloudy and Overcast
D1404,Light Precipitation
D1405,Light Precipitation
D1406,Light Precipitation
D1407,Cloudy and Overcast
D1408,Light Precipitation
D1409,Light Precipitation
D1410,Light Precipitation
D1411,Light Precipitation
D1412,Cloudy and Overcast
D1413,Light Precipitation
D1414,Cloudy and Overcast
D1415,Light Precipitation
D1416,Cloudy and Overcast
D1417,Light Precipitation
D1418,Cloudy and Overcast
D1419,Light Precipitation
D1420,Mist or Fog
D1421,Light Precipitation
D1422,Light Precipitation
D1423,Light Rain with Thunder
D1424,Light Rain with Thunder
D1425,Light Precipitation
D1426,Mist or Fog
D1427,Light Rain with Thunder
D1428,Clear and Sunny
D1429,Light Precipitation
D1430,Light Rain with Thunder
D1431,Mist or Fog
D1432,Partly Cloudy
D1433,Mist or Fog
D1434,Light Rain with Thunder
D1435,Light Rain with Thunder
D1436,Mist or Fog
D1437,Mist or Fog
D1438,Partly Cloudy
D1439,Light Rain with Thunder
D1440,Light Rain with Thunder
D1441,Light Rain with Thunder
D1442,Mist or Fog
D1443,Partly Cloudy
D1444,Light Rain with Thunder
D1445,Light Rain with Thunder
D1446,Light Rain with Thunder
D1447,Light Rain with Thunder
D1448,Light Rain with Thunder
D1449,Mist or Fog
D1450,Partly Cloudy
D1451,Mist or Fog
D1452,Light Rain with Thunder
D1453,Mist or Fog
D1454,Mist or Fog
D1455,Light Rain with Thunder
D1456,Mist or Fog
D1457,Mist or Fog
D1458,Mist or Fog
D1459,Mist or Fog
D1460,Mist or Fog
D1461,Mist or Fog
D1462,Mist or Fog
D1463,Mist or Fog
D1464,Partly Cloudy
D1465,Thunderstorms
D1466,Thunderstorms
D1467,Mist or Fog
D1468,Mist or Fog
D1469,Light Rain with Thunder
D1470,Mist or Fog
D1471,Mist or Fog
D1472,Clear and Sunny
D1473,Light Rain with Thunder
D1474,Light Rain with Thunder
D1475,Thunderstorms
D1476,Mist or Fog
D1477,Mist or Fog
D1478,Light Rain with Thunder
D1479,Light Rain with Thunder
D1480,Mist or Fog
D1481,Light Rain with Thunder
D1482,Partly Cloudy
D1483,Light Precipitation
D1484,Light Precipitation
D1485,Light Rain with Thunder
D1486,Light Rain with Thunder
D1487,Light Rain with Thunder
D1488,Clear and Sunny
D1489,Light Rain with Thunder
D1490,Light Precipitation
D1491,Moderate to Heavy Rain
D1492,Light Precipitation
D1493,Light Precipitation
D1494,Cloudy and Overcast
D1495,Light Precipitation
D1496,Light Rain with Thunder
D1497,Light Rain with Thunder
D1498,Light Rain with Thunder
D1499,Partly Cloudy
D1500,Light Rain with Thunder
D1501,Light Precipitation
D1502,Light Precipitation
D1503,Light Precipitation
D1504,Light Precipitation
D1505,Light Precipitation
D1506,Light Precipitation
D1507,Light Precipitation
D1508,Light Rain with Thunder
D1509,Cloudy and Overcast
D1510,Mist or Fog
D1511,Mist or Fog
D1512,Light Precipitation
D1513,Moderate to Heavy Rain
D1514,Rain Showers
D1515,Mist or Fog
D1516,Partly Cloudy
D1517,Mist or Fog
D1518,Mist or Fog
D1519,Mist or Fog
D1520,Light Rain with Thunder
D1521,Partly Cloudy
D1522,Cloudy and Overcast
D1523,Mist or Fog
D1524,Mist or Fog
D1525,Cloudy and Overcast
D1526,Mist or Fog
D1527,Mist or Fog
D1528,Mist or Fog
D1529,Moderate to Heavy Rain
D1530,Cloudy and Overcast
D1531,Cloudy and Overcast
D1532,Light Rain with Thunder
D1533,Mist or Fog
D1534,Cloudy and Overcast
D1535,Mist or Fog
D1536,Light Rain with Thunder
D1537,Partly Cloudy
D1538,Light Rain with Thunder
D1539,Light Rain with Thunder
D1540,Mist or Fog
D1541,Light Rain with Thunder
D1542,Light Rain with Thunder
D1543,Light Precipitation
D1544,Light Rain with Thunder
D1545,Light Rain with Thunder
D1546,Light Precipitation
D1547,Partly Cloudy
D1548,Cloudy and Overcast
D1549,Mist or Fog
D1550,Partly Cloudy
D1551,Light Rain with Thunder
D1552,Light Rain with Thunder
D1553,Cloudy and Overcast
D1554,Light Rain with Thunder
D1555,Light Rain with Thunder
D1556,Partly Cloudy
D1557,Cloudy and Overcast
D1558,Light Rain with Thunder
D1559,Mist or Fog
D1560,Light Precipitation
D1561,Light Precipitation
D1562,Light Rain with Thunder
D1563,Light Precipitation
D1564,Light Precipitation
D1565,Mist or Fog
D1566,Light Precipitation
D1567,Light Precipitation
D1568,Light Precipitation
D1569,Clear and Sunny
D1570,Light Rain with Thunder
D1571,Light Precipitation
D1572,Clear and Sunny
D1573,Clear and Sunny
D1574,Light Rain with Thunder
D1575,Light Rain with Thunder
D1576,Partly Cloudy
D1577,Light Rain with Thunder
D1578,Light Rain with Thunder
D1579,Clear and Sunny
D1580,Mist or Fog
D1581,Light Rain with Thunder
D1582,Light Rain with Thunder
D1583,Mist or Fog
D1584,Rain Showers
D1585,Rain Showers
D1586,Cloudy and Overcast
D1587,Partly Cloudy
D1588,Light Precipitation
D1589,Light Precipitation
D1590,Partly Cloudy
D1591,Light Precipitation
D1592,Light Precipitation
D1593,Cloudy and Overcast
D1594,Light Precipitation
D1595,Clear and Sunny
D1596,Moderate to Heavy Rain
D1597,Cloudy and Overcast
D1598,Clear and Sunny
D1599,Partly Cloudy
D1600,Cloudy and Overcast
D1601,Clear and Sunny
D1602,Clear and Sunny
D1603,Light Precipitation
D1604,Light Precipitation
D1605,Light Precipitation
D1606,Light Precipitation
D1607,Light Precipitation
D1608,Cloudy and Overcast
D1609,Cloudy and Overcast
D1610,Cloudy and Overcast
D1611,Cloudy and Overcast
D1612,Partly Cloudy
D1613,Light Precipitation
D1614,Mist or Fog
D1615,Mist or Fog
D1616,Light Precipitation
D1617,Light Precipitation
D1618,Light Precipitation
D1619,Light Precipitation
D1620,Light Precipitation
D1621,Clear and Sunny
D1622,Cloudy and Overcast
D1623,Cloudy and Overcast
D1624,Cloudy and Overcast
D1625,Clear and Sunny
D1626,Cloudy and Overcast
D1627,Cloudy and Overcast
D1628,Light Rain with Thunder
D1629,Light Rain with Thunder
D1630,Light Precipitation
D1631,Light Rain with Thunder
D1632,Light Rain with Thunder
D1633,Light Rain with Thunder
D1634,Light Precipitation
D1635,Light Precipitation
D1636,Light Rain with Thunder
D1637,Light Rain with Thunder
D1638,Light Rain with Thunder
D1639,Light Rain with Thunder
D1640,Mist or Fog
D1641,Mist or Fog
D1642,Clear and Sunny
D1643,Moderate to Heavy Rain
D1644,Light Rain with Thunder
D1645,Light Precipitation
D1646,Light Rain with Thunder
D1647,Mist or Fog
D1648,Mist or Fog
D1649,Light Rain with Thunder
D1650,Mist or Fog
D1651,Light Rain with Thunder
D1652,Light Rain with Thunder
D1653,Mist or Fog
D1654,Clear and Sunny
D1655,Mist or Fog
D1656,Light Rain with Thunder
D1657,Light Rain with Thunder
D1658,Mist or Fog
D1659,Mist or Fog
D1660,Light Rain with Thunder
D1661,Light Rain with Thunder
D1662,Light Rain with Thunder
D1663,Light Precipitation
D1664,Light Precipitation
D1665,Moderate to Heavy Rain
D1666,Mist or Fog
D1667,Light Rain with Thunder
D1668,Light Precipitation
D1669,Light Precipitation
D1670,Light Rain with Thunder
D1671,Light Rain with Thunder
D1672,Partly Cloudy
D1673,Mist or Fog
D1674,Mist or Fog
D1675,Light Precipitation
D1676,Mist or Fog
D1677,Light Rain with Thunder
D1678,Cloudy and Overcast
D1679,Light Rain with Thunder
D1680,Mist or Fog
D1681,Partly Cloudy
D1682,Light Precipitation
D1683,Cloudy and Overcast
D1684,Light Rain with Thunder
D1685,Mist or Fog
D1686,Light Precipitation
D1687,Light Rain with Thunder
D1688,Light Rain with Thunder
D1689,Light Rain with Thunder
D1690,Mist or Fog
D1691,Light Precipitation
D1692,Light Precipitation
D1693,Cloudy and Overcast
D1694,Cloudy and Overcast
D1695,Clear and Sunny
D1696,Clear and Sunny
D1697,Cloudy and Overcast
D1698,Cloudy and Overcast
D1699,Cloudy and Overcast
D1700,Cloudy and Overcast
D1701,Cloudy and Overcast
D1702,Cloudy and Overcast
D1703,Cloudy and Overcast
D1704,Cloudy and Overcast
D1705,Clear and Sunny
D1706,Clear and Sunny
D1707,Light Precipitation
D1708,Clear and Sunny
D1709,Clear and Sunny
D1710,Clear and Sunny
D1711,Cloudy and Overcast
D1712,Cloudy and Overcast
D1713,Clear and Sunny
D1714,Cloudy and Overcast
D1715,Cloudy and Overcast
D1716,Cloudy and Overcast
D1717,Mist or Fog
D1718,Mist or Fog
D1719,Mist or Fog
D1720,Mist or Fog
D1721,Mist or Fog
D1722,Mist or Fog
D1723,Light Rain with Thunder
D1724,Mist or Fog
D1725,Partly Cloudy
D1726,Thunderstorms
D1727,Mist or Fog
D1728,Mist or Fog
D1729,Mist or Fog
D1730,Mist or Fog
D1731,Mist or Fog
D1732,Mist or Fog
D1733,Light Rain with Thunder
D1734,Mist or Fog
D1735,Light Rain with Thunder
D1736,Mist or Fog
D1737,Light Rain with Thunder
D1738,Partly Cloudy
D1739,Mist or Fog
D1740,Mist or Fog
D1741,Light Rain with Thunder
D1742,Mist or Fog
D1743,Light Precipitation
D1744,Light Rain with Thunder
D1745,Light Rain with Thunder
D1746,Light Precipitation
D1747,Light Precipitation
D1748,Light Precipitation
D1749,Mist or Fog
D1750,Mist or Fog
D1751,Cloudy and Overcast
D1752,Cloudy and Overcast
D1753,Light Rain with Thunder
D1754,Light Precipitation
D1755,Cloudy and Overcast
D1756,Light Precipitation
D1757,Clear and Sunny
D1758,Clear and Sunny
D1759,Clear and Sunny
D1760,Cloudy and Overcast
D1761,Cloudy and Overcast
D1762,Light Precipitation
D1763,Clear and Sunny
D1764,Light Precipitation
D1765,Mist or Fog
D1766,Light Rain with Thunder
D1767,Light Rain with Thunder
D1768,Light Precipitation
D1769,Partly Cloudy
D1770,Moderate to Heavy Rain
D1771,Mist or Fog
D1772,Mist or Fog
D1773,Mist or Fog
D1774,Light Rain with Thunder
D1775,Thunderstorms
D1776,Mist or Fog
D1777,Mist or Fog
D1778,Partly Cloudy
D1779,Mist or Fog
D1780,Mist or Fog
D1781,Mist or Fog
D1782,Light Rain with Thunder
D1783,Mist or Fog
D1784,Mist or Fog
D1785,Mist or Fog
D1786,Light Rain with Thunder
D1787,Mist or Fog
D1788,Light Rain with Thunder
D1789,Mist or Fog
D1790,Light Rain with Thunder
D1791,Partly Cloudy
D1792,Light Rain with Thunder
D1793,Light Precipitation
D1794,Light Rain with Thunder
D1795,Light Precipitation
D1796,Light Precipitation
D1797,Light Precipitation
D1798,Light Precipitation
D1799,Light Rain with Thunder
D1800,Light Precipitation
D1801,Light Precipitation
D1802,Light Precipitation
D1803,Light Rain with Thunder
D1804,Clear and Sunny
D1805,Light Rain with Thunder
D1806,Light Rain with Thunder
D1807,Light Rain with Thunder
D1808,Light Rain with Thunder
D1809,Light Rain with Thunder
D1810,Light Rain with Thunder
D1811,Light Rain with Thunder
D1812,Light Rain with Thunder
D1813,Thunderstorms
D1814,Light Rain with Thunder
D1815,Light Rain with Thunder
D1816,Light Rain with Thunder
D1817,Light Rain with Thunder
D1818,Light Precipitation
D1819,Light Rain with Thunder
D1820,Mist or Fog
D1821,Light Rain with Thunder
D1822,Light Precipitation
D1823,Light Precipitation
D1824,Light Precipitation
D1825,Light Precipitation
D1826,Rain Showers
D1827,Light Precipitation
D1828,Light Precipitation
D1829,Light Precipitation
D1830,Clear and Sunny
D1831,Light Rain with Thunder
D1832,Mist or Fog
D1833,Light Rain with Thunder
D1834,Light Rain with Thunder
D1835,Light Rain with Thunder
D1836,Light Precipitation
D1837,Mist or Fog
D1838,Moderate to Heavy Rain
D1839,Rain Showers
D1840,Mist or Fog
D1841,Light Rain with Thunder
D1842,Light Precipitation
D1843,Light Precipitation
D1844,Light Precipitation
D1845,Light Precipitation
D1846,Cloudy and Overcast
D1847,Light Precipitation
D1848,Cloudy and Overcast
D1849,Cloudy and Overcast
D1850,Cloudy and Overcast
D1851,Cloudy and Overcast
D1852,Light Rain with Thunder
D1853,Light Precipitation
D1854,Light Rain with Thunder
D1855,Light Rain with Thunder
D1856,Partly Cloudy
D1857,Light Precipitation
D1858,Light Precipitation
D1859,Light Precipitation
D1860,Light Precipitation
D1861,Light Precipitation
D1862,Light Rain with Thunder
D1863,Light Precipitation
D1864,Mist or Fog
D1865,Light Rain with Thunder
D1866,Clear and Sunny
D1867,Light Precipitation
D1868,Light Precipitation
D1869,Light Precipitation
D1870,Mist or Fog
D1871,Light Precipitation
D1872,Light Rain with Thunder
D1873,Light Precipitation
D1874,Light Rain with Thunder
D1875,Light Rain with Thunder
D1876,Cloudy and Overcast
D1877,Light Precipitation
D1878,Mist or Fog
D1879,Moderate to Heavy Rain
D1880,Light Precipitation
D1881,Moderate to Heavy Rain
D1882,Light Rain with Thunder
D1883,Light Rain with Thunder
D1884,Moderate to Heavy Rain
D1885,Moderate to Heavy Rain
D1886,Light Precipitation
D1887,Partly Cloudy
D1888,Light Precipitation
D1889,Mist or Fog
D1890,Light Rain with Thunder
D1891,Light Precipitation
D1892,Mist or Fog
D1893,Light Rain with Thunder
D1894,Clear and Sunny
D1895,Cloudy and Overcast
D1896,Light Rain with Thunder
D1897,Light Rain with Thunder
D1898,Light Rain with Thunder
D1899,Light Rain with Thunder
D1900,Light Rain with Thunder
D1901,Mist or Fog
D1902,Light Rain with Thunder
D1903,Light Precipitation
D1904,Light Rain with Thunder
D1905,Light Rain with Thunder
D1906,Light Precipitation
D1907,Light Precipitation
D1908,Light Precipitation
D1909,Light Precipitation
D1910,Light Precipitation
D1911,Light Precipitation
D1912,Light Precipitation
D1913,Clear and Sunny
D1914,Light Precipitation
D1915,Clear and Sunny
D1916,Light Precipitation
D1917,Light Precipitation
D1918,Light Precipitation
D1919,Light Precipitation
D1920,Light Precipitation
D1921,Clear and Sunny
D1922,Light Precipitation
D1923,Light Precipitation
D1924,Light Precipitation
D1925,Light Precipitation
D1926,Cloudy and Overcast
D1927,Light Precipitation
D1928,Light Precipitation
D1929,Light Precipitation
D1930,Light Precipitation
D1931,Clear and Sunny
D1932,Light Precipitation
D1933,Cloudy and Overcast
D1934,Cloudy and Overcast
D1935,Cloudy and Overcast
D1936,Cloudy and Overcast
D1937,Light Precipitation
D1938,Cloudy and Overcast
D1939,Cloudy and Overcast
D1940,Cloudy and Overcast
D1941,Cloudy and Overcast
D1942,Light Precipitation
D1943,Light Precipitation
D1944,Light Precipitation
D1945,Light Precipitation
D1946,Light Precipitation
D1947,Light Precipitation
D1948,Light Rain with Thunder
D1949,Cloudy and Overcast
D1950,Light Precipitation
D1951,Mist or Fog
D1952,Light Precipitation
D1953,Mist or Fog
D1954,Light Precipitation
D1955,Mist or Fog
D1956,Light Precipitation
D1957,Light Precipitation
D1958,Mist or Fog
D1959,Light Rain with Thunder
D1960,Mist or Fog
D1961,Light Rain with Thunder
D1962,Light Rain with Thunder
D1963,Light Rain with Thunder
D1964,Mist or Fog
D1965,Mist or Fog
D1966,Partly Cloudy
D1967,Moderate to Heavy Rain
D1968,Moderate to Heavy Rain
D1969,Mist or Fog
D1970,Mist or Fog
D1971,Mist or Fog
D1972,Mist or Fog
D1973,Mist or Fog
D1974,Moderate to Heavy Rain
D1975,Partly Cloudy
D1976,Mist or Fog
D1977,Mist or Fog
D1978,Light Rain with Thunder
D1979,Light Precipitation
D1980,Light Precipitation
D1981,Clear and Sunny
D1982,Light Precipitation
D1983,Light Precipitation
D1984,Light Precipitation
D1985,Light Precipitation
D1986,Light Precipitation
D1987,Light Precipitation
D1988,Light Precipitation
D1989,Light Precipitation
D1990,Cloudy and Overcast
D1991,Light Precipitation
D1992,Light Rain with Thunder
D1993,Light Precipitation
D1994,Light Precipitation
D1995,Light Precipitation
D1996,Light Rain with Thunder
D1997,Light Precipitation
D1998,Light Precipitation
D1999,Light Precipitation
D2000,Cloudy and Overcast
D2001,Light Precipitation
D2002,Light Rain with Thunder
D2003,Light Rain with Thunder
D2004,Light Rain with Thunder
D2005,Light Precipitation
D2006,Light Precipitation
D2007,Light Rain with Thunder
D2008,Light Rain with Thunder
D2009,Light Rain with Thunder
D2010,Mist or Fog
D2011,Mist or Fog
D2012,Light Rain with Thunder
D2013,Light Rain with Thunder
D2014,Light Precipitation
D2015,Light Precipitation
D2016,Light Rain with Thunder
D2017,Light Rain with Thunder
D2018,Light Rain with Thunder
D2019,Light Rain with Thunder
D2020,Light Precipitation
D2021,Light Precipitation
D2022,Light Precipitation
D2023,Light Precipitation
D2024,Light Precipitation
D2025,Clear and Sunny
D2026,Cloudy and Overcast
D2027,Light Rain with Thunder
D2028,Light Precipitation
D2029,Partly Cloudy
D2030,Mist or Fog
D2031,Light Precipitation
D2032,Clear and Sunny
D2033,Light Precipitation
D2034,Light Precipitation
D2035,Light Precipitation
D2036,Light Precipitation
D2037,Cloudy and Overcast
D2038,Light Precipitation
D2039,Cloudy and Overcast
D2040,Clear and Sunny
D2041,Light Precipitation
D2042,Cloudy and Overcast
D2043,Light Precipitation
D2044,Light Precipitation
D2045,Light Precipitation
D2046,Light Precipitation
D2047,Light Rain with Thunder
D2048,Clear and Sunny
D2049,Light Precipitation
D2050,Light Precipitation
D2051,Cloudy and Overcast
D2052,Cloudy and Overcast
D2053,Cloudy and Overcast
D2054,Partly Cloudy
D2055,Mist or Fog
D2056,Light Precipitation
D2057,Light Precipitation
D2058,Light Precipitation
D2059,Light Precipitation
D2060,Light Precipitation
D2061,Light Precipitation
D2062,Light Precipitation
D2063,Cloudy and Overcast
D2064,Cloudy and Overcast
D2065,Light Precipitation
D2066,Light Precipitation
D2067,Mist or Fog
D2068,Mist or Fog
D2069,Light Precipitation
D2070,Partly Cloudy
D2071,Light Precipitation
D2072,Clear and Sunny
D2073,Light Precipitation
D2074,Light Precipitation
D2075,Mist or Fog
D2076,Light Precipitation
D2077,Light Rain with Thunder
D2078,Light Rain with Thunder
D2079,Light Precipitation
D2080,Light Rain with Thunder
D2081,Light Rain with Thunder
D2082,Light Precipitation
D2083,Light Rain with Thunder
D2084,Light Rain with Thunder
D2085,Light Precipitation
D2086,Light Rain with Thunder
D2087,Light Rain with Thunder
D2088,Mist or Fog
D2089,Light Rain with Thunder
D2090,Light Rain with Thunder
D2091,Light Rain with Thunder
